ASSET_ID,NAME,SECONDARY_ADDRESS,STREET,TOWN,POSTCODE,NLPG,EASTING,NORTHING,GEO_X,GEO_Y,BUILDING GIA,SITE AREA,SITE TENURE,SITETYPE,SITE FUNCTION
31401,BRUNEL ROAD RECYCLING CENTRE, ,BRUNEL ROAD,NEWTON ABBOT,TQ12 4RB,10032974971,287120,71137,-3.592779498,50.5285142,0,8043,Mixed Tenure Asset,Land and Buildings,Waste disposal facility
31501,GRACE ROAD ENERGY FROM WASTE PLANT, ,GRACE ROAD,EXETER,EX2  8QE,10013043764,292617,90498,-3.520848525,50.70361833,0,10792,Freehold Asset Leased(Out),Land and Buildings,Waste disposal facility
33101,BRAYHAMS DEPOT, ,NORTH ROAD INDUSTRIAL ESTATE,OKEHAMPTON,EX20 1BN,10001327741,259105,95963,-3.997291009,50.74558375,1038,4282,Mixed Tenure Asset,Land and Buildings,Highways and bridges depot
33501,BRIDGE HOUSE YOUTH OFFENDING TEAM, ,COURTENAY STREET,NEWTON ABBOT,TQ12 2QS,10032953876,286021,71386,-3.608356454,50.53053971,371,112,Leashold Asset,Building Only,Offices
33701,EXETER CIVIC CENTRE CHILDRENS CENTRE, , ,EXETER,EX1  1JR,10013045852,292452,92778,-3.523849145,50.72408625,256.9,2075,Leashold Asset,Building Only,Childrens Centre
33901,TAW VIEW, ,NORTH WALK,BARNSTAPLE,EX31 1ED,10000488726,255438,133344,-4.064051327,51.08064807,1875,6837,Ground Lease Asset,Land and Buildings,Offices
33902,FORMER BARNSTAPLE CIVIC CENTRE TOWER BLOCK, ,NORTH WALK,BARNSTAPLE,EX31 1ED,10000488726,255438,133344,-4.064051327,51.08064807,6326,5628,Ground Lease Asset,Land and Buildings,Surplus 12 months
34701,DERRITON STONE LANDING, , ,HOLSWORTHY,EX22 6JN,0,233541,102875,-4.362505071,50.80092819,0,1715,Freehold Asset,Land,Stone Landing
35201,EXETER WINTER MAINTENANCE COMPOUND (LOWER), ,AVOCET ROAD,EXETER,EX2  7JF,0,296641,92794,-3.464520734,50.72499057,0,2110,Freehold Asset,Land,Highways and bridges depot
35701,TORRINGTON LOCAL SERVICE GROUP, ,GAS LANE,TORRINGTON,EX38 7BB,1.00041E+11,249705,119390,-4.140063799,50.95377074,707,2942,Freehold Asset,Land and Buildings,Highways and bridges depot
36901,IVYBANK, ,ST DAVIDS HILL,EXETER,EX4  4DN,10013045611,291420,93018,-3.538536647,50.72605197,1087,4487,Freehold Asset,Land and Buildings,Offices
39001,PHOENIX LANE, ,PHOENIX LANE,TIVERTON,EX16 6LB,1.00041E+11,295510,112395,-3.48612324,50.90101197,563,909,Freehold Asset,Land and Buildings,Offices
39101,PIXON LANE SALT DEPOT, ,PIXON LANE,TAVISTOCK,PL19 8DL,1.00041E+11,247833,73826,-4.147870689,50.54378283,765.2,6341,Freehold Asset,Land and Buildings,Highways and bridges depot
39901,ALEX ROAD LINK RESOURCE CENTRE, ,ALEXANDRA ROAD,BARNSTAPLE,EX32 8BA,10012110282,256164,133204,-4.053636943,51.07957234,402.9,287,Freehold Asset,Land and Buildings,Physically handicapped centre
42301,PIXIES HOLT, , ,YELVERTON,PL20 6SG,10001328516,267061,73264,-3.87642888,50.54341962,523.4,6311,Leasehold Asset Leased(Out),Land and Buildings,Outdoor Education Centre
43001,THE JUNCTION INTEGRATED YOUTH CENTRE - NEWTON ABBOT, ,WAIN LANE,NEWTON ABBOT,TQ12 2SH,1.00041E+11,285433,71701,-3.616747019,50.53325681,593.7,3737,Freehold Asset Leased(Out),Land and Buildings,Integrated Youth Support Centre
43701,FORMER ALPHIN HOUSE, ,MILL LANE,EXETER,EX2  8SG,1.0004E+11,291485,90253,-3.53680273,50.70120545,1427,6437,Freehold Asset,Land and Buildings,Surplus 12 months
43801,FORMER COMPASS HOUSE, ,MAGDALEN ROAD,EXETER,EX2  4TL,10013038210,293024,92354,-3.515624502,50.72037987,536,1258,Freehold Asset Leased(Out),Land and Buildings,Day centre for mentally ill
43901,FORMER EXETER HALDON VIEW RESPITE UNIT, ,BEECH AVENUE,EXETER,EX4  6HE,1.0004E+11,292627,94147,-3.521769293,50.73642664,527,3372,Freehold Asset,Land and Buildings,Surplus 12 months
44201,BODLEY HOUSE / ELLEN TINKHAM, ,WAYSIDE CRESCENT,EXETER,EX1  3LF,10013046336,294715,93060,-3.491876914,50.72703618,1775.9,6776,Freehold Asset Leased(Out),Land and Buildings,Special school
44501,FORMER BROOKHAYES, ,PILTON LANE,EXETER,EX1  3RA,1.0004E+11,295903,93843,-3.475270208,50.73429004,1050,8750,Freehold Asset,Land and Buildings,Surplus property / land
44801,FORMER CHARLTON LODGE, ,ORCHARD WAY,TIVERTON,EX16 5HB,1.0004E+11,294959,112215,-3.493905278,50.8992937,1527.4,3755,Freehold Asset,Land and Buildings,Surplus 12 months
46301,FORMER GREEN CLOSE, ,DRAKES AVENUE,SIDMOUTH,EX10 9JU,10000274338,313299,89912,-3.227875291,50.70180205,1568,3802,Freehold Asset,Land and Buildings,Surplus 12 months
46501,FORMER HAREWOOD HOUSE RESIDENTIAL HOME, ,PLYMOUTH ROAD,TAVISTOCK,PL19 8BU,1.0004E+11,247596,73997,-4.151283443,50.54525799,1823,4371,Freehold Asset,Land and Buildings,Surplus 12 months
47101,FORMER KENWYN, ,WESTERN ROAD,ASHBURTON,TQ13 7ED,1.0004E+11,275338,69568,-3.758424204,50.512017,1142,12619,Freehold Asset,Land and Buildings,Surplus property / land
47801,20 ST GEORGES ROAD OFFICES, ,ST GEORGES ROAD,BARNSTAPLE,EX32 7AU,10000484437,256331,133849,-4.051510703,51.08541105,844.4,4081,Freehold Asset,Land and Buildings,Offices
48101,MAPLETON COMMUNITY CARE HOME, ,ASHBURTON ROAD,NEWTON ABBOT,TQ12 1RB,1.00041E+11,285007,71602,-3.622725544,50.53228315,1355.7,3775,Freehold Asset,Land and Buildings,Community Care Support centre
48401,EXETER NICHOLS CENTRE, ,POLSLOE ROAD,EXETER,EX1  2HN,10013039035,293216,93310,-3.51318215,50.72901017,725,1524,Freehold Asset,Land and Buildings,Learning disabilities centre
49301,BARNSTAPLE GREENFIELDS RESPITE UNIT, ,DERBY ROAD,BARNSTAPLE,EX32 7EZ,1.0004E+11,256326,133639,-4.051498532,51.08352245,1131,4847,Freehold Asset,Land and Buildings,Hostel - Learning difficulties
49401,RUSHBROOK CENTRE, ,STATION ROAD,TOTNES,TQ9  5HW,0,280433,60605,-3.683725106,50.43250092,684.2,3030,Freehold Asset,Land and Buildings,Learning disabilities centre
49701,FORMER ST LAWRENCE, ,CHURCHILL DRIVE,CREDITON,EX17 2EF,2.00004E+11,282719,100542,-3.664170953,50.79200006,1508.3,4074,Freehold Asset,Land and Buildings,Surplus 12 months
49801,ROSALIND HOUSE TIVERTON DAY SERVICES, ,BREWIN ROAD,TIVERTON,EX16 5DL,1.0004E+11,295177,112482,-3.49088265,50.90173376,282.3,1431,Freehold Asset,Land and Buildings,Learning disabilities centre
49901,ST MICHAELS COMMUNITY CARE CENTRE, ,ORCHARD WAY,HONITON,EX14 1HU,10000264319,316519,100624,-3.18471259,50.79859291,1171,4376,Freehold Asset,Land and Buildings,Community Care Support centre
50701,FORMER WHIPTON BARTON HOUSE, ,VAUGHAN ROAD,EXETER,EX1  3JN,1.0004E+11,294872,93519,-3.489783948,50.73119133,1426,3473,Freehold Asset,Land and Buildings,Surplus 12 months
50901,FORMER WARDHAYES, ,SIMMONS WAY,OKEHAMPTON,EX20 1PY,1.0004E+11,259161,94995,-3.996127608,50.73689675,1136,2880,Freehold Asset,Land and Buildings,Surplus 5 years
51001,SUPERVISED CONTACT SERVICE, ,RIFFORD ROAD,EXETER,EX2  5JT,1.0004E+11,294750,92101,-3.491107428,50.71842049,444.5,1191,Freehold Asset,Land and Buildings,Offices
51101,AXMINSTER  COMMUNITY PRIMARY ACADEMY, ,STONEY LANE,AXMINSTER,EX13 5BU,10000277865,330244,98553,-2.989576356,50.78178518,1605.9,15538,Academy Lease(Out),Land and Buildings,Primary school
51501,BROADCLYST PRIMARY SCHOOL, ,SCHOOL LANE,EXETER,EX5  3JG,10000268182,298428,97434,-3.440488647,50.76702323,1712,10805,Academy Lease(Out),Land and Buildings,Primary school
51601,CHERITON BISHOP COMMUNITY PRIMARY SCHOOL-MAIN COTTAGE CROSS SITE, ,CHURCH LANE,EXETER,EX6  6HY,1.00041E+11,277305,93627,-3.738650837,50.72871674,414,4677,Freehold Asset,Land and Buildings,Primary school
51602,CHERITON BISHOP COMMUNITY PRIMARY SCHOOL-ASHES COTTAGE SITE, ,CHURCH LANE,EXETER,EX6  6HY,1.00041E+11,277282,93561,-3.738954628,50.72811857,155,289,Freehold Asset,Land and Buildings,Primary school
51904,CLYST HYDON PRIMARY SCHOOL-VILLAGE HALL SITE, , ,CULLOMPTON,EX15 2ND,10000249483,302868,101534,-3.378624563,50.80464691,0,217,Leashold Asset,Land and Buildings,Primary school
52001,CLYST ST MARY PRIMARY SCHOOL-MAIN SCHOOL SITE, , ,EXETER,EX5  1BG,10000267467,297463,90967,-3.452369753,50.70871003,1036.5,5628,Freehold Asset,Land and Buildings,Primary school
52002,CLYST ST MARY PRIMARY SCHOOL-FOOTBALL GROUND, , ,EXETER,EX5  1BG,10023101200,297472,90711,-3.452171201,50.70640996,0,5759,Other - Memo of Arrangement / User Agreement,Land,Primary school
52101,COLYTON PRIMARY SCHOOL, ,THE BUTTS,COLYTON,EX24 6NU,1.00041E+11,324385,93867,-3.071715701,50.73891368,1092,4462,Freehold Asset,Land and Buildings,Primary school
52201,COPPLESTONE PRIMARY SCHOOL, ,BEWSLEY HILL,CREDITON,EX17 5NX,1.00041E+11,277162,102867,-3.743762453,50.81174921,1565.1,15483,Freehold Asset,Land and Buildings,Primary school
52301,HAYWARDS PRIMARY SCHOOL, ,EAST STREET,CREDITON,EX17 3AX,1.00041E+11,283712,100045,-3.649929612,50.78773221,2543.2,12433,Mixed Tenure Asset,Land and Buildings,Primary school
52402,ST ANDREWS PRIMARY SCHOOL CULLOMPTON-UPCOTT FIELD RECREATION GROUND, ,ST ANDREWS ROAD,CULLOMPTON,EX15 1HU,0,301811,107413,-3.39519728,50.85732603,0,5022,Academy Lease(Out),Land,Primary school
52501,CULMSTOCK PRIMARY SCHOOL-MAIN SCHOOL SITE, , ,CULLOMPTON,EX15 3JP,10002161112,310111,114037,-3.278922861,50.91823388,523.1,1769,Freehold Asset,Land and Buildings,Primary school
52503,CULMSTOCK PRIMARY SCHOOL-NEW PLAYING FIELD OFF PRESCOTT ROAD, , ,CULLOMPTON,EX15 3JP,10032909868,309990,114166,-3.280675808,50.91937487,0,12537,Freehold Asset,Land and Buildings,Primary school
52504,CULMSTOCK PRIMARY SCHOOL-VILLAGE HALL, , ,CULLOMPTON,EX15 3JP,2.00004E+11,310155,113991,-3.278285671,50.91782714,326,238,Other - Memo of Arrangement / User Agreement,Land and Buildings,Primary school
52701,LAND AT MYRTLE CLOSE, ,OFF IDE LANE,EXETER,EX2 8TA,0,291684,90079,-3.5339345,50.69967821,0,3134,Freehold Asset Leased(Out),Land,Held for future sale
52801,WILLOWBROOK SCHOOL, ,SUMMER LANE,EXETER,EX4  8NN,1.00041E+11,294650,94031,-3.493075168,50.7357543,2799,25244,Freehold Asset,Land and Buildings,Primary school
53301,WEST EXE CHILDRENS CENTRE, ,COWICK STREET,EXETER,EX4  1HL,10023117597,290927,91683,-3.545124749,50.71395738,1171.3,6024,Freehold Asset,Land and Buildings,Childrens Centre
53401,LAND AT FORMER FOXHAYES FIRST SCHOOL, ,GLOUCESTER ROAD,EXETER,EX4  2EE,10023124509,290510,93214,-3.551484183,50.72764327,0,7620,Freehold Asset,Land,Surplus property / land
53501,LADYSMITH INFANTS SCHOOL, ,LADYSMITH ROAD,EXETER,EX1  2PS,1.00041E+11,293575,93029,-3.508015703,50.72654971,3172.5,9603,Freehold Asset,Land and Buildings,Primary school
53601,LADYSMITH JUNIOR SCHOOL, ,PRETORIA ROAD,EXETER,EX1  2PT,1.00041E+11,293475,93142,-3.509464805,50.72754732,1984,26136,Freehold Asset,Land and Buildings,Primary school
53801,NEWTOWN PRIMARY SCHOOL, ,CLIFTON ROAD,EXETER,EX1  2ES,10013043877,292903,92868,-3.517487457,50.72497872,1202.6,6296,Mixed Tenure Asset,Land and Buildings,Primary school
54201,STOKE HILL INFANTS & NURSERY SCHOOL, ,STOKE HILL,EXETER,EX4  7DB,10013043934,293281,94108,-3.512492484,50.73619658,1972.2,10785,Freehold Asset,Land and Buildings,Primary school
54301,STOKE HILL JUNIOR SCHOOL, ,STOKE HILL,EXETER,EX4  7DP,10013043933,293210,94360,-3.513571408,50.73844914,2210.9,42235,Freehold Asset,Land and Buildings,Primary school
55001,BRIXINGTON COMMUNITY NURSERY & PRIMARY SCHOOL-MAIN SCHOOL SITE, ,BRIXINGTON LANE,EXMOUTH,EX8  4JQ,1.00041E+11,301476,82971,-3.393416139,50.63751121,1898.4,19768,Academy Lease(Out),Land and Buildings,Primary school
55002,BRIXINGTON COMMUNITY NURSERY & PRIMARY SCHOOL, ,BRIXINGTON LANE,EXMOUTH,EX8  4JQ,0,301445,82884,-3.393831291,50.63672374,1142,5211,Academy Lease(Out),Land and Buildings,Primary school
55501,HEMYOCK PRIMARY SCHOOL, ,PARKLANDS,CULLOMPTON,EX15 3RY,1.00041E+11,313411,113212,-3.231787079,50.91132079,1001,9252,Academy Lease(Out),Land and Buildings,Primary school
55601,HONITON PRIMARY SCHOOL, ,CLAPPER LANE,HONITON,EX14 1QF,1.00041E+11,316377,101004,-3.186813866,50.80198926,3140,23087,Freehold Asset,Land and Buildings,Primary school
55701,LITTLETOWN PRIMARY SCHOOL, ,HONITON BOTTOM ROAD,HONITON,EX14 2EG,10000264030,316180,99800,-3.189334295,50.79113484,2271,11155,Academy Lease(Out),Land and Buildings,Primary school
55801,KILMINGTON PRIMARY SCHOOL-MAIN SCHOOL SITE, , ,AXMINSTER,EX13 7RG,10000277513,327303,97951,-3.031171997,50.77601053,196.7,330,Mixed Tenure Asset,Land and Buildings,Primary school
55802,KILMINGTON PRIMARY SCHOOL-ADJACENT PLAYGROUND SITE, , ,AXMINSTER,EX13 7RG,0,327340,97943,-3.030645679,50.77594323,167,746,Freehold Asset,Land and Buildings,Primary school
55901,LAPFORD COMMUNITY PRIMARY SCHOOL, ,EASTINGTON ROAD,CREDITON,EX17 6QE,1.00041E+11,273481,108600,-3.797969254,50.86249124,894.3,14442,Academy Lease(Out),Land and Buildings,Primary school
56001,MEMBURY COMMUNITY SCHOOL-MAIN SCHOOL SITE, , ,AXMINSTER,EX13 7AF,10000265942,327634,102986,-3.027470148,50.82132737,320.4,1106,Academy Lease(Out),Land and Buildings,Primary school
56101,MUSBURY PRIMARY SCHOOL-MAIN SCHOOL SITE, , ,AXMINSTER,EX13 8BB,10000277456,327595,94647,-3.026380634,50.74633684,423.2,6623,Academy Lease(Out),Land and Buildings,Primary school
56201,NEWTON POPPLEFORD PRIMARY SCHOOL, ,SCHOOL LANE,SIDMOUTH,EX10 0EL,1.00041E+11,308702,89639,-3.292894099,50.69864362,1111.2,12838,Freehold Asset,Land and Buildings,Primary school
56301,NEWTON ST CYRES PRIMARY SCHOOL, , ,EXETER,EX5  5DD,10009449073,288419,97724,-3.582468528,50.7677913,826.4,5433,Freehold Asset,Land and Buildings,Primary school
56601,SANDFORD SCHOOL, , ,CREDITON,EX17 4NE,10002161122,282921,102642,-3.661975669,50.81091948,888.6,8882,Freehold Asset,Land and Buildings,Primary school
56701,SEATON PRIMARY SCHOOL, ,VALLEY VIEW,SEATON,EX12 2HF,1.00041E+11,324387,90885,-3.071075775,50.71209942,2098.8,19006,Freehold Asset,Land and Buildings,Primary school
56901,SHUTE COMMUNITY PRIMARY SCHOOL, ,HADDON ROAD,AXMINSTER,EX13 7QR,10000277150,325328,97510,-3.059091815,50.77179402,604,4444,Other - Possessory,Land and Buildings,Primary school
57401,UFFCULME PRIMARY SCHOOL-MAIN SCHOOL SITE, ,ASHLEY ROAD,CULLOMPTON,EX15 3AY,1.00041E+11,306936,112891,-3.323791085,50.90742674,1473,8517,Academy Lease(Out),Land and Buildings,Primary school
57501,UPOTTERY PRIMARY, , ,HONITON,EX14 9QT,10000265049,320276,107871,-3.132983446,50.86428553,945.3,9995,Freehold Asset,Land and Buildings,Primary school
57601,WHIMPLE PRIMARY SCHOOL-MAIN SCHOOL SITE, , ,EXETER,EX5  2TS,10000271124,304472,97349,-3.354777272,50.76728597,617.1,1844,Freehold Asset,Land and Buildings,Primary school
57602,WHIMPLE PRIMARY SCHOOL-VICTORY HALL SITE, , ,EXETER,EX5  2TS,10000248694,304465,97380,-3.354884569,50.76756354,215.5,372,Other - Memo of Arrangement / User Agreement,Land and Buildings,Primary school
57603,WHIMPLE PRIMARY SCHOOL-GREAT MEAD ORCHARD SITE, , ,EXETER,EX5  2TS,10023004354,304320,97527,-3.356978596,50.76886133,20.5,7104,Freehold Asset,Land,Primary school
57701,WILLAND SCHOOL, ,GABLES ROAD,CULLOMPTON,EX15 2QL,2.00004E+11,303612,110873,-3.370526407,50.88873761,2115.1,13326,Freehold Asset,Land and Buildings,Primary school
57801,YEOFORD COMMUNITY PRIMARY SCHOOL, , ,CREDITON,EX17 5HZ,1.00041E+11,278158,98481,-3.728175613,50.77253168,445.3,4082,Freehold Asset,Land and Buildings,Primary school
58101,LANDSCORE PRIMARY SCHOOL, , ,CREDITON,EX17 3JH,1.00041E+11,282165,100315,-3.671955611,50.789847,2216,11966,Freehold Asset,Land and Buildings,Primary school
58602,WILLOWBANK PRIMARY SCHOOL-KNOWLE LANE PLAYING FIELD, ,MANITOBA GARDENS,CULLOMPTON,EX15 1EZ,10032910284,301256,107163,-3.403013469,50.85498381,0,6373,Leashold Asset,Land,Primary school
58801,LAND AT FORMER EXWICK MIDDLE SCHOOL, ,EXWICK HILL,EXETER,EX4  2BG,0,290374,93395,-3.553464387,50.72924488,0,12699,Freehold Asset,Land,Held for future development
58902,IDE PRIMARY SCHOOL - GARDEN LAND LEASED TO IDE PARISH COUNCIL, ,HIGH STREET,EXETER,EX2 9RN,0,290067,90366,-3.55691041,50.70195496,0,1163,Freehold Asset,Land,Allotments and gardens
59001,TEDBURN ST MARY SCHOOL, ,SCHOOL LANE,EXETER,EX6  6AA,1.00041E+11,281589,94091,-3.678121714,50.73377722,811,8116,Freehold Asset,Land and Buildings,Primary school
59101,SPREYTON SCHOOL-MAIN SCHOOL SITE, , ,CREDITON,EX17 5AJ,10001329670,270012,96764,-3.843047923,50.75532894,359,1032,Other - Memo of Arrangement / User Agreement,Land and Buildings,Primary school
59102,SPREYTON SCHOOL-PLAYING FIELD, , ,CREDITON,EX17 5AJ,10001329671,270150,96555,-3.841018629,50.75348114,340.4,9349,Other - Memo of Arrangement / User Agreement,Land and Buildings,Primary school
59301,ASHWATER PRIMARY SCHOOL-MAIN SCHOOL SITE, , ,BEAWORTHY,EX21 5EW,10002299143,239020,95905,-4.281759528,50.73984068,455.2,2768,Freehold Asset,Land and Buildings,Primary school
59302,ASHWATER PRIMARY SCHOOL-CAR PARK SITE, , ,BEAWORTHY,EX21 5EW,0,239073,95930,-4.281019851,50.74008003,0,511,Freehold Asset,Land,Primary school
59501,FORCHES CROSS COMMUNITY PRIMARY SCHOOL, ,FORCHES AVENUE,BARNSTAPLE,EX32 8EF,1.00041E+11,257179,132747,-4.038974408,51.07571867,1641,13613,Freehold Asset,Land and Buildings,Primary school
59701,BEAFORD COMMUNITY PRIMARY & NURSERY SCHOOL, , ,WINKLEIGH,EX19 8LJ,10002298057,255332,114905,-4.058216102,50.91490173,908.9,7329,Freehold Asset,Land and Buildings,Primary school
59801,EAST-THE-WATER COMMUNITY PRIMARY SCHOOL, ,MINES ROAD,BIDEFORD,EX39 4BX,1.00041E+11,246413,126180,-4.189772841,51.01392267,2142.9,14295,Freehold Asset,Land and Buildings,Primary school
60101,BISHOPS NYMPTON PRIMARY SCHOOL-MAIN SCHOOL SITE, , ,SOUTH MOLTON,EX36 4PU,10012097229,275897,123764,-3.768817062,50.99932578,352.2,1075,Freehold Asset,Land and Buildings,Primary school
60102,BISHOPS NYMPTON PRIMARY SCHOOL-RECREATION GROUND SITE, , ,SOUTH MOLTON,EX36 4PU,10091209107,275948,123723,-3.768076527,50.99896823,324.9,7776,Freehold Asset,Land and Buildings,Primary school
60301,BRADFORD PRIMARY SCHOOL-MAIN SCHOOL SITE, , ,BRADFORD,EX22 7AB,10003505484,241915,105734,-4.244987201,50.8289665,633.5,7858,Academy Lease(Out),Land and Buildings,Primary school
60401,BRADWORTHY COMMUNITY PRIMARY SCHOOL-MAIN SCHOOL SITE, ,MILL ROAD,BRADWORTHY,EX22 7RT,10003503030,232279,114092,-4.385538357,50.90135708,799,8612,Academy Lease(Out),Land and Buildings,Primary school
60402,BRADWORTHY COMMUNITY PRIMARY SCHOOL- Part of MAIN SCHOOL SITE, ,MILL ROAD,BRADWORTHY,EX22 7RT,10023351745,232291,114166,-4.385401831,50.9020255,0,2235,Academy Lease(Out),Land,Primary school
60601,CAEN COMMUNITY PRIMARY SCHOOL-MAIN SCHOOL SITE, ,CAEN STREET,BRAUNTON,EX33 1AD,1.00041E+11,248725,136677,-4.161224434,51.10886992,1710,5715,Freehold Asset,Land and Buildings,Primary school
60602,CAEN COMMUNITY PRIMARY SCHOOL-PLAYING FIELD, ,CAEN STREET,BRAUNTON,EX33 1AD,0,248728,136789,-4.161228572,51.10987722,0,2324,Leashold Asset,Land,Primary school
60701,SOUTHMEAD SCHOOL, ,WRAFTON ROAD,BRAUNTON,EX33 2BU,1.00041E+11,249206,135955,-4.154055991,51.10250825,2175.3,14914,Freehold Asset,Land and Buildings,Primary school
61101,CLAWTON PRIMARY SCHOOL, , ,HOLSWORTHY,EX22 6QN,10002298803,235405,98958,-4.334319225,50.76626204,776.1,8506,Freehold Asset,Land and Buildings,Primary school
61301,COMBE MARTIN PRIMARY SCHOOL, ,HANGMAN PATH,ILFRACOMBE,EX34 0DF,10012091211,257925,147208,-4.03403708,51.20587073,1672,6276,Freehold Asset,Land and Buildings,Primary school
61401,EAST ANSTEY PRIMARY SCHOOL, , ,TIVERTON,EX16 9JP,10012090133,286740,126288,-3.615130712,51.0242528,327,4588,Freehold Asset,Land and Buildings,Primary school
61501,EAST WORLINGTON PRIMARY SCHOOL-MAIN SCHOOL SITE, , ,CREDITON,EX17 4TS,10012090183,277462,113733,-3.743145019,50.90949087,454,2024,Academy Lease(Out),Land and Buildings,Primary school
61601,FILLEIGH COMMUNITY PRIMARY SCHOOL-MAIN SCHOOL SITE, ,CASTLE HILL,BARNSTAPLE,EX32 0RS,10012095084,266614,127999,-3.90260838,51.03531378,512.9,4902,Leashold Asset,Land and Buildings,Primary school
61602,FILLEIGH COMMUNITY PRIMARY SCHOOL-VILLAGE HALL SITE, ,CASTLE HILL,BARNSTAPLE,EX32 0RS,10012101508,266624,127953,-3.902448889,51.03490264,398.6,429,Other - Memo of Arrangement / User Agreement,Land and Buildings,Primary school
61701,FREMINGTON COMMUNITY PRIMARY & NURSERY SCHOOL, ,BEECHFIELD ROAD,BARNSTAPLE,EX31 3DD,1.00041E+11,250984,132201,-4.127127931,51.06923628,1746.8,12320,Freehold Asset,Land and Buildings,Primary school
61801,GREAT TORRINGTON BLUECOATS C OF E PRIMARY SCHOOL, ,BOROUGH ROAD,TORRINGTON,EX38 7NU,1.00041E+11,250037,119084,-4.135213866,50.95110719,3707,18596,Freehold Asset,Land and Buildings,Primary school
61901,RETAINED SCHOOL HOUSE AT HALWILL PRIMARY SCHOOL, , ,BEAWORTHY,EX21 5UH,10002299338,242782,99462,-4.229999116,50.77283771,0,263,Freehold Asset Leased(Out),Land and Buildings,Staff house
62101,BRAYFORD ACADEMY, ,NORTH ROAD,BARNSTAPLE,EX32 7QJ,10012095950,269067,134786,-3.870096468,51.09688221,366.5,3784,Academy Lease(Out),Land and Buildings,Primary school
62201,HORWOOD AND NEWTON TRACEY COMMUNITY PRIMARY SCHOOL-MAIN SCHOOL SITE, ,LOVACOTT,BARNSTAPLE,EX31 3PU,10000488945,252071,127410,-4.109665125,51.02646033,462.3,914,Mixed Tenure Asset,Land and Buildings,Primary school
62202,HORWOOD AND NEWTON TRACEY COMMUNITY PRIMARY SCHOOL-VILLAGE HALL SITE, ,LOVACOTT,BARNSTAPLE,EX31 3PU,10000487722,252231,127463,-4.107406571,51.02697781,262,377,Licenced(In),Land and Buildings,Primary school
62301,ILFRACOMBE INFANT AND NURSERY SCHOOL, ,MARLBOROUGH ROAD,ILFRACOMBE,EX34 8JL,1.00041E+11,251840,147169,-4.121075054,51.20397407,2257.7,8378,Freehold Asset,Land and Buildings,Primary school
62401,INSTOW COMMUNITY PRIMARY SCHOOL-MAIN SCHOOL SITE, , ,BIDEFORD,EX39 4LU,10012097670,248195,131096,-4.166445512,51.05857496,559.2,2880,Freehold Asset,Land and Buildings,Primary school
62402,INSTOW COMMUNITY PRIMARY SCHOOL-DETACHED CAR PARK, , ,BIDEFORD,EX39 4LU,0,248167,131045,-4.166823398,51.05810923,7.9,543,Freehold Asset,Land,Primary school
62501,KENTISBURY PRIMARY SCHOOL-MAIN SCHOOL SITE, , ,BARNSTAPLE,EX31 4NG,10012091859,262020,143421,-3.973993127,51.17283862,320.6,5555,Freehold Asset,Land and Buildings,Primary school
62502,KENTISBURY PRIMARY SCHOOL-VILLAGE HALL & CAR PARK, , ,BARNSTAPLE,EX31 4NG,10012101635,262015,143509,-3.974098398,51.17362833,146.23,1076,Licenced(In),Land and Buildings,Primary school
62602,KINGS NYMPTON COMMUNITY PRIMARY SCHOOL - VILLAGE HALL, , ,UMBERLEIGH,EX37 9ST,10012101647,268459,119258,-3.873139709,50.95717099,298,322,Other - Memo of Arrangement / User Agreement,Land and Buildings,Primary school
62801,LANGTREE COMMUNITY SCHOOL, , ,GREAT TORRINGTON,EX38 8NF,10002296716,245085,115715,-4.204234441,50.9195211,649.1,4894,Freehold Asset,Land and Buildings,Primary school
62901,MARWOOD SCHOOL-MAIN SCHOOL SITE, , ,BARNSTAPLE,EX31 4HF,10012091347,255068,138774,-4.071511519,51.12935541,651.3,2732,Freehold Asset,Land and Buildings,Primary school
62902,MARWOOD SCHOOL- CAR PARK & PLAYING FIELD OPPOSITE, , ,BARNSTAPLE,EX31 4HF,0,254923,138757,-4.073575705,51.12916592,0,17436,Freehold Asset,Land,Primary school
63001,MONKLEIGH PRIMARY SCHOOL, , ,BIDEFORD,EX39 5JY,10002296742,245772,120859,-4.196645376,50.96593303,498,5732,Freehold Asset,Land and Buildings,Primary school
63301,ST GILES ON THE HEATH COMMUNITY SCHOOL, , ,LAUNCESTON,PL15 9SD,10002298909,235989,90644,-4.322345423,50.69171545,732.8,7003,Freehold Asset,Land and Buildings,Primary school
63401,SHEBBEAR COMMUNITY SCHOOL, , ,BEAWORTHY,EX21 5SG,10002300948,244196,109341,-4.214154945,50.86200039,569.3,6398,Freehold Asset,Land and Buildings,Primary school
63501,SHIRWELL COMMUNITY PRIMARY SCHOOL, ,SCHOOL LANE,BARNSTAPLE,EX31 4JT,10012091489,259227,137219,-4.01149952,51.11641731,394.4,2165,Freehold Asset,Land and Buildings,Primary school
63801,FORMER SUTCOMBE COMMUNITY PRIMARY SCHOOL, , ,HOLSWORTHY,EX22 7PW,10002301384,234570,111389,-4.351758403,50.87772932,413,2834,Freehold Asset,Land and Buildings,Surplus property / land
63802,SUTCOMBE COMMUNITY PRIMARY SCHOOL - VILLAGE HALL, , ,HOLSWORTHY,EX22 7PW,10090287822,234570,111389,-4.351758403,50.87772932,0,1440,Other - Memo of Arrangement / User Agreement,Land and Buildings,Primary school
